Gender,Age,Height,Weight,H_Cal_Consump,Veg_Consump,Water_Consump,Alcohol_Consump,Smoking,Meal_Count,Food_Between_Meals,Fam_Hist,H_Cal_Burn,Phys_Act,Time_E_Dev,Transport,Body_Level
Female,17.807828,1.518067,55.822119,yes,1.773265,1.075239,Sometimes,no,2.118153,Sometimes,no,yes,0.085388,1.915191,Public_Transportation,Body Level 3
Male,21.808159,1.65,80.0,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,0.826609,2.0,Public_Transportation,Body Level 3
Male,26.004294,1.844751,105.025808,yes,3.0,2.925029,Sometimes,no,3.0,Sometimes,yes,no,2.0,1.758865,Public_Transportation,Body Level 4
Male,25.01277,1.788586,117.849351,yes,2.191108,2.444917,Sometimes,no,2.993856,Sometimes,yes,no,1.055854,0.145284,Public_Transportation,Body Level 4
Female,19.0,1.538398,42.0,yes,2.71897,1.164644,Sometimes,no,1.473088,Frequently,no,no,1.235675,0.930926,Public_Transportation,Body Level 1
Female,18.378203,1.746061,128.261402,yes,3.0,2.501638,Sometimes,no,3.0,Sometimes,yes,no,1.546179,0.66488,Public_Transportation,Body Level 4
Male,21.353237,1.709731,95.032177,yes,2.0,2.0,no,no,2.973476,Sometimes,yes,no,0.0,1.331527,Public_Transportation,Body Level 4
Female,20.492077,1.529223,65.140408,no,2.003951,1.207978,no,no,3.0,Sometimes,yes,no,1.916751,1.228995,Public_Transportation,Body Level 3
Female,26.0,1.656504,111.993054,yes,3.0,2.893117,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.01931,Public_Transportation,Body Level 4
Female,16.172992,1.603842,65.0,yes,2.543563,2.0,Sometimes,no,1.0,Sometimes,yes,yes,0.694281,1.056911,Public_Transportation,Body Level 3
Female,17.0,1.53,55.0,yes,2.0,1.0,no,no,3.0,Sometimes,yes,no,0.0,1.0,Public_Transportation,Body Level 2
Female,16.928791,1.710948,45.248627,yes,2.910733,2.204263,Sometimes,no,3.12544,Sometimes,no,no,2.407906,1.403037,Public_Transportation,Body Level 1
Female,23.0,1.66,60.0,no,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,3.0,0.0,Public_Transportation,Body Level 2
Male,19.671876,1.699474,78.0,no,1.925064,2.774043,no,no,2.358298,Sometimes,yes,no,0.0,0.133566,Public_Transportation,Body Level 3
Female,19.0,1.5,50.0,yes,2.0,1.0,Sometimes,no,3.0,Frequently,no,no,0.0,2.0,Public_Transportation,Body Level 2
Female,38.445148,1.556028,77.684229,yes,2.0,1.440629,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Female,23.0,1.717601,51.073918,yes,2.0,1.426874,no,no,3.0,Frequently,yes,no,2.20208,2.0,Public_Transportation,Body Level 1
Female,26.0,1.622468,110.400847,yes,3.0,2.695094,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.413474,Public_Transportation,Body Level 4
Male,18.381382,1.722547,53.783977,yes,2.0,2.072194,Sometimes,no,3.131032,Sometimes,yes,no,1.487987,2.0,Public_Transportation,Body Level 1
Male,21.378039,1.718534,80.0,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,2.721646,1.269982,Public_Transportation,Body Level 3
Female,25.196214,1.686306,104.572712,yes,3.0,1.152736,Sometimes,no,3.0,Sometimes,yes,no,0.319156,1.0,Public_Transportation,Body Level 4
Female,20.217015,1.71582,129.466541,yes,3.0,1.755907,Sometimes,no,3.0,Sometimes,yes,no,1.48809,0.857718,Public_Transportation,Body Level 4
Male,22.276969,1.84995,121.786485,yes,3.0,1.555534,Sometimes,no,2.272214,Sometimes,yes,no,0.348839,0.0,Public_Transportation,Body Level 4
Male,21.037514,1.636592,70.0,yes,2.0,2.881677,Sometimes,no,1.0,no,no,no,0.915699,0.0,Public_Transportation,Body Level 3
Female,18.312665,1.60074,82.249831,yes,2.501236,1.220331,no,no,3.0,Sometimes,yes,no,0.245003,0.537202,Public_Transportation,Body Level 4
Female,38.378056,1.67805,77.224574,yes,2.444599,1.029798,no,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 3
Male,25.717522,1.673491,103.706181,yes,2.668949,1.279443,no,no,1.134321,Sometimes,yes,no,0.11243,1.135503,Public_Transportation,Body Level 4
Male,19.97981,1.75336,54.997374,yes,2.0,2.976672,no,no,3.494849,Sometimes,yes,no,1.94907,2.0,Public_Transportation,Body Level 1
Male,23.432227,1.754996,119.087557,yes,1.631144,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.593183,0.86374,Public_Transportation,Body Level 4
Male,23.603191,1.714508,85.137113,yes,2.319776,2.154898,Sometimes,no,2.884848,Sometimes,yes,no,0.325534,0.954216,Public_Transportation,Body Level 3
Male,23.367212,1.853223,87.083266,yes,2.0,1.328835,Sometimes,no,1.097312,Sometimes,yes,no,1.264257,1.0,Automobile,Body Level 3
Male,30.945369,1.759647,120.009392,yes,2.766612,2.173417,Sometimes,no,3.0,Sometimes,yes,no,1.089344,1.198439,Automobile,Body Level 4
Male,21.0,1.62,70.0,yes,2.0,3.0,Sometimes,no,1.0,no,no,no,1.0,0.0,Public_Transportation,Body Level 3
Female,37.832949,1.610867,80.0,yes,2.036613,1.93059,Sometimes,no,1.81698,Sometimes,yes,no,1.851404,0.0,Automobile,Body Level 4
Male,25.035915,1.763101,88.532032,yes,1.973499,2.0,Sometimes,no,1.081805,Sometimes,yes,no,0.0,0.464022,Public_Transportation,Body Level 3
Female,19.0,1.61,62.0,yes,3.0,2.0,Frequently,no,1.0,Frequently,yes,no,1.0,0.0,Public_Transportation,Body Level 2
Male,17.0,1.9,60.0,no,3.0,2.0,no,no,3.0,Sometimes,no,no,3.0,1.0,Walking,Body Level 1
Male,31.346845,1.823545,126.460936,yes,2.938801,1.478994,Sometimes,yes,3.0,Sometimes,yes,no,0.946763,1.360463,Public_Transportation,Body Level 4
Female,31.793937,1.65015,73.810728,yes,2.372494,1.028538,Sometimes,no,2.849848,Sometimes,yes,no,0.675983,0.303025,Automobile,Body Level 3
Male,21.962219,1.931263,118.20313,yes,2.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,0.743593,1.0,Public_Transportation,Body Level 4
Female,17.0,1.63,65.0,yes,2.0,3.0,no,no,1.0,Sometimes,no,no,1.0,1.0,Public_Transportation,Body Level 2
Male,29.827481,1.899588,124.269251,yes,2.048962,2.822871,Sometimes,no,3.0,Sometimes,yes,no,1.066169,0.0,Public_Transportation,Body Level 4
Male,24.079971,1.61981,98.54302,yes,2.95841,1.0,no,no,2.434347,Sometimes,yes,no,1.930033,0.754023,Public_Transportation,Body Level 4
Male,19.0,1.8,60.0,yes,3.0,1.0,no,no,1.0,Always,yes,yes,0.0,0.0,Motorbike,Body Level 2
Female,20.590046,1.736276,130.927138,yes,3.0,1.852692,Sometimes,no,3.0,Sometimes,yes,no,1.46361,0.962336,Public_Transportation,Body Level 4
Male,25.920738,1.823755,105.800158,yes,2.92711,2.151496,Sometimes,no,3.0,Sometimes,yes,no,1.166064,1.509831,Public_Transportation,Body Level 4
Male,17.0,1.66,56.0,yes,1.0,2.0,Sometimes,no,3.0,Always,yes,no,1.0,1.0,Public_Transportation,Body Level 2
Male,27.0,1.64,78.0,yes,2.0,2.0,Frequently,no,1.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 3
Male,24.041043,1.613491,98.490766,yes,3.0,1.0,no,no,2.120936,Sometimes,yes,no,1.543386,0.890213,Public_Transportation,Body Level 4
Female,21.813083,1.712515,51.710723,yes,2.8813,1.24818,no,no,3.087544,Frequently,yes,no,1.952427,0.427461,Public_Transportation,Body Level 1
Female,25.996716,1.62658,105.037203,yes,3.0,2.347322,Sometimes,no,3.0,Sometimes,yes,no,0.008013,0.503896,Public_Transportation,Body Level 4
Female,22.0,1.6,82.0,yes,1.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,0.0,2.0,Public_Transportation,Body Level 4
Male,21.721507,1.849998,122.119682,yes,3.0,1.292786,Sometimes,no,2.014671,Sometimes,yes,no,0.145687,0.0,Public_Transportation,Body Level 4
Male,17.521754,1.757958,52.09432,yes,2.21498,2.121251,Sometimes,no,2.64155,Sometimes,no,no,0.998391,0.85882,Public_Transportation,Body Level 1
Male,22.0,1.75,74.0,no,2.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,2.0,Bike,Body Level 2
Male,26.011928,1.777251,106.452367,yes,3.0,1.911379,Sometimes,no,3.0,Sometimes,yes,no,1.911096,1.032392,Public_Transportation,Body Level 4
Female,20.534606,1.758372,79.469513,yes,2.8557,2.663861,Sometimes,no,1.0,Sometimes,yes,no,2.762711,0.783336,Public_Transportation,Body Level 3
Male,17.888073,1.841879,60.0,yes,3.0,2.0,no,no,3.732126,Sometimes,yes,no,2.000934,0.384662,Automobile,Body Level 1
Male,19.089595,1.700164,99.204695,yes,2.0,2.0,no,no,2.119826,Sometimes,yes,no,0.0,1.882539,Public_Transportation,Body Level 4
Male,29.669219,1.909188,129.19449,yes,2.432355,1.336526,Sometimes,no,3.0,Sometimes,yes,no,1.63812,0.090341,Public_Transportation,Body Level 4
Male,23.826684,1.783609,120.921535,yes,2.591292,2.31083,Sometimes,no,2.956422,Sometimes,yes,no,1.48524,0.281815,Public_Transportation,Body Level 4
Male,23.963649,1.792998,116.102615,yes,1.994679,2.0,Sometimes,no,3.0,Sometimes,yes,no,0.966617,0.739006,Public_Transportation,Body Level 4
Female,25.722004,1.62847,107.218949,yes,3.0,2.48707,Sometimes,no,3.0,Sometimes,yes,no,0.067329,0.455823,Public_Transportation,Body Level 4
Female,25.653233,1.66494,110.92217,yes,3.0,1.604075,Sometimes,no,3.0,Sometimes,yes,no,0.029728,0.200122,Public_Transportation,Body Level 4
Female,40.789529,1.549748,80.0,yes,2.0,1.687611,Sometimes,no,1.099151,Sometimes,yes,no,1.874662,0.0,Automobile,Body Level 4
Female,21.768834,1.733383,135.524857,yes,3.0,1.485736,Sometimes,no,3.0,Sometimes,yes,no,1.950374,0.869238,Public_Transportation,Body Level 4
Male,19.565496,1.705584,78.025625,no,1.936479,2.159987,Sometimes,no,2.837388,Sometimes,yes,no,1.475772,0.646514,Public_Transportation,Body Level 3
Male,18.0,1.803527,108.251044,yes,2.0,2.530157,no,no,1.709546,Sometimes,yes,no,1.0,0.6454,Public_Transportation,Body Level 4
Female,21.012569,1.758628,78.370039,yes,3.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,2.971832,0.0,Public_Transportation,Body Level 3
Female,23.0,1.5,55.0,yes,3.0,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Motorbike,Body Level 2
Male,20.0,1.6,56.0,yes,2.0,2.0,Sometimes,no,3.0,Sometimes,no,no,1.0,0.0,Public_Transportation,Body Level 2
Female,37.532066,1.615385,80.0,yes,2.972426,1.636326,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Male,20.677105,1.781251,102.950929,yes,2.0,1.618189,no,no,3.0,Sometimes,yes,no,0.571648,0.0,Public_Transportation,Body Level 4
Male,37.936044,1.785957,99.199287,yes,2.04516,2.856521,Sometimes,no,1.874532,Sometimes,yes,no,2.005286,0.105408,Automobile,Body Level 4
Male,23.319635,1.84629,121.248035,yes,3.0,2.628816,Sometimes,no,2.695396,Sometimes,yes,no,0.975384,0.0,Public_Transportation,Body Level 4
Female,23.0,1.61082,82.532994,yes,2.09663,2.432967,no,no,2.879541,Sometimes,yes,no,1.887012,0.0,Public_Transportation,Body Level 4
Female,21.772251,1.732951,132.904884,yes,3.0,1.817899,Sometimes,no,3.0,Sometimes,yes,no,1.577824,0.930836,Public_Transportation,Body Level 4
Male,20.0,1.65,80.0,no,2.0,2.0,no,no,3.0,Sometimes,yes,no,1.0,2.0,Walking,Body Level 3
Male,26.826961,1.673287,90.0,yes,2.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,0.884935,0.12228,Automobile,Body Level 4
Female,35.456326,1.651812,79.437921,yes,2.156065,1.221281,no,no,2.909117,Sometimes,yes,no,0.503279,1.796136,Automobile,Body Level 3
Female,25.289428,1.686033,104.772164,yes,3.0,1.299194,Sometimes,no,3.0,Sometimes,yes,no,0.234303,0.946888,Public_Transportation,Body Level 4
Female,21.90012,1.843419,165.057269,yes,3.0,2.406541,Sometimes,no,3.0,Sometimes,yes,no,0.10032,0.479221,Public_Transportation,Body Level 4
Female,19.774317,1.541039,64.726948,yes,2.706134,1.979848,Sometimes,no,2.669766,Sometimes,no,yes,0.445238,0.908836,Public_Transportation,Body Level 3
Female,22.226815,1.609068,83.785312,yes,2.094184,2.257922,no,no,2.735706,Sometimes,yes,no,2.230547,0.195339,Public_Transportation,Body Level 4
Female,21.009596,1.714193,131.866734,yes,3.0,1.709556,Sometimes,no,3.0,Sometimes,yes,no,1.592494,0.925843,Public_Transportation,Body Level 4
Female,37.96543,1.560199,80.0,yes,2.533605,1.893691,Sometimes,no,1.271624,Sometimes,yes,no,1.296535,0.0,Automobile,Body Level 4
Female,16.0,1.55,45.0,yes,2.0,2.0,no,no,3.0,Frequently,no,no,1.0,1.0,Public_Transportation,Body Level 2
Female,18.0,1.59,40.0,yes,2.0,1.0,no,no,1.0,Frequently,yes,no,0.0,2.0,Public_Transportation,Body Level 1
Female,26.0,1.633887,111.878132,yes,3.0,2.621976,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.123861,Public_Transportation,Body Level 4
Female,26.0,1.56,102.0,yes,3.0,1.0,Sometimes,yes,3.0,Sometimes,yes,no,0.0,1.0,Public_Transportation,Body Level 4
Male,21.0,1.64,65.0,no,2.0,1.0,no,no,3.0,Sometimes,yes,no,0.0,1.0,Public_Transportation,Body Level 2
Male,23.154311,1.723072,82.338464,yes,2.315932,1.568476,Sometimes,no,2.658478,Sometimes,yes,no,0.949976,0.544899,Public_Transportation,Body Level 3
Male,25.0,1.78,78.0,yes,2.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,2.0,1.0,Public_Transportation,Body Level 2
Female,18.0,1.58,48.0,yes,2.0,2.0,no,no,3.0,Sometimes,no,no,1.0,0.0,Public_Transportation,Body Level 2
Male,20.406066,1.868931,63.199726,yes,3.0,2.825629,Sometimes,no,3.699594,Sometimes,yes,no,1.699592,0.071028,Automobile,Body Level 1
Female,30.163408,1.533364,78.030383,yes,2.028225,1.798917,no,no,1.923607,Sometimes,yes,no,0.0,0.0,Public_Transportation,Body Level 4
Male,36.726617,1.787521,100.624553,yes,2.031185,2.852254,Frequently,no,2.992606,Sometimes,yes,no,2.00123,0.36037,Automobile,Body Level 4
Male,19.741202,1.816783,86.522799,yes,2.0,2.177386,Sometimes,no,3.0,Sometimes,yes,no,0.336814,0.004813,Public_Transportation,Body Level 3
Male,21.0,1.68,70.0,yes,3.0,3.0,Sometimes,no,3.0,Sometimes,yes,no,0.0,2.0,Public_Transportation,Body Level 2
Male,22.429812,1.64037,70.0,yes,2.0,2.069184,Sometimes,no,1.0,no,no,no,0.729898,0.0,Public_Transportation,Body Level 3
Male,28.421533,1.829239,107.10819,yes,2.465575,2.480555,Sometimes,no,2.935381,Sometimes,yes,no,1.00183,1.670313,Automobile,Body Level 4
Female,26.0,1.65,60.0,no,3.0,2.0,no,no,4.0,Always,no,no,2.0,0.0,Walking,Body Level 2
Female,32.0,1.67,90.0,yes,3.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,2.0,0.0,Automobile,Body Level 4
Female,19.633898,1.66084,49.039794,no,2.750715,2.0,Sometimes,no,3.0,Frequently,no,no,1.067817,1.0,Public_Transportation,Body Level 1
Female,20.400053,1.529724,40.343463,yes,2.703436,1.439962,Sometimes,no,2.884479,Sometimes,no,no,0.144627,0.322307,Public_Transportation,Body Level 1
Female,43.510672,1.587546,76.126112,yes,2.0,2.091934,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Male,23.0,1.77,60.0,yes,3.0,1.0,Sometimes,no,1.0,Sometimes,yes,no,1.0,1.0,Public_Transportation,Body Level 2
Male,22.851773,1.752115,79.414603,yes,3.0,2.0,Sometimes,no,1.0,Sometimes,yes,no,2.315983,0.0,Public_Transportation,Body Level 3
Female,21.853826,1.755643,137.796884,yes,3.0,2.184707,Sometimes,no,3.0,Sometimes,yes,no,1.978631,0.838957,Public_Transportation,Body Level 4
Male,22.832105,1.86714,121.835883,yes,2.826251,1.842173,Sometimes,no,2.604998,Sometimes,yes,no,1.284798,0.0,Public_Transportation,Body Level 4
Female,19.821996,1.653431,75.090439,no,2.766036,2.707927,Sometimes,no,2.443812,Sometimes,yes,no,0.702839,0.827439,Public_Transportation,Body Level 3
Male,23.0,1.82,107.0,yes,2.0,3.0,Sometimes,no,3.0,Sometimes,no,no,0.0,1.0,Public_Transportation,Body Level 4
Male,18.0,1.787733,108.019211,yes,2.0,2.616138,no,no,2.37985,Sometimes,yes,no,1.0,0.652485,Public_Transportation,Body Level 4
Female,19.029494,1.573987,44.316254,no,2.984004,1.015249,Sometimes,no,3.0,Frequently,no,yes,1.327833,0.0,Public_Transportation,Body Level 1
Male,18.0,1.8,80.0,yes,2.0,1.0,Frequently,no,3.0,Frequently,yes,no,0.0,1.0,Public_Transportation,Body Level 2
Male,18.0,1.82093,108.742005,yes,2.0,2.497065,no,no,1.25535,Sometimes,yes,no,1.0,1.441605,Public_Transportation,Body Level 4
Female,24.0,1.65,60.0,no,2.0,3.0,no,no,3.0,Sometimes,yes,yes,1.0,0.0,Public_Transportation,Body Level 2
Female,26.0,1.644141,111.942544,yes,3.0,2.763005,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.101867,Public_Transportation,Body Level 4
Male,27.0,1.93,102.0,yes,2.0,1.0,Sometimes,no,1.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 3
Female,16.30687,1.616366,67.183128,yes,1.620845,2.0,no,no,1.0,Sometimes,yes,yes,0.926592,1.657098,Public_Transportation,Body Level 3
Female,23.252457,1.589616,65.127324,yes,2.286146,2.657303,Sometimes,no,2.961113,Sometimes,no,no,1.91108,1.618227,Public_Transportation,Body Level 3
Male,17.0,1.62,69.0,yes,3.0,2.0,Sometimes,no,1.0,Always,yes,yes,1.0,2.0,Public_Transportation,Body Level 3
Female,18.595614,1.609495,42.656563,yes,2.896562,2.839558,no,no,2.625475,Sometimes,no,yes,1.949667,1.253311,Public_Transportation,Body Level 1
Male,28.377958,1.766946,113.235538,yes,2.314175,2.151809,Sometimes,no,3.0,Sometimes,yes,no,0.0,1.578517,Automobile,Body Level 4
Male,39.759575,1.792507,101.780099,yes,2.33361,2.504136,Sometimes,no,2.113575,Sometimes,yes,no,2.998981,1.0,Automobile,Body Level 4
Female,18.0,1.6,60.0,yes,3.0,1.0,no,no,1.0,Sometimes,yes,yes,0.0,2.0,Walking,Body Level 2
Male,23.0,1.835643,58.854416,yes,3.0,2.027984,Sometimes,no,3.0,Sometimes,yes,no,1.661556,0.114716,Automobile,Body Level 1
Female,25.943827,1.629491,104.839068,yes,3.0,2.20979,Sometimes,no,3.0,Sometimes,yes,no,0.114698,0.604422,Public_Transportation,Body Level 4
Male,26.740655,1.863883,120.202596,yes,2.247795,2.816015,Sometimes,no,3.0,Sometimes,yes,no,0.712726,0.0,Public_Transportation,Body Level 4
Female,18.13782,1.819728,151.278532,yes,3.0,2.155926,Sometimes,no,3.0,Sometimes,yes,no,1.999836,0.94603,Public_Transportation,Body Level 4
Female,22.0,1.5,49.0,no,2.0,2.0,no,no,1.0,Sometimes,yes,no,3.0,0.0,Walking,Body Level 2
Female,21.0,1.52,42.0,yes,3.0,1.0,Sometimes,no,1.0,Frequently,no,no,0.0,0.0,Public_Transportation,Body Level 1
Male,24.0,1.84,86.0,yes,2.0,2.0,Sometimes,no,1.0,Always,yes,no,2.0,1.0,Public_Transportation,Body Level 3
Male,36.542885,1.75,119.434645,yes,2.72989,2.030084,Sometimes,no,3.0,Sometimes,yes,no,0.592607,0.754417,Automobile,Body Level 4
Male,22.336216,1.785718,105.055686,yes,2.253707,2.524432,Sometimes,no,3.0,Sometimes,yes,no,0.58216,0.175694,Public_Transportation,Body Level 4
Male,21.0,1.62,70.0,yes,2.0,3.0,Sometimes,no,1.0,no,no,no,1.0,0.0,Public_Transportation,Body Level 3
Male,30.796262,1.668478,100.543983,yes,2.9553,1.0,no,no,2.378211,Sometimes,yes,no,1.738267,0.394533,Public_Transportation,Body Level 4
Female,20.394082,1.747714,128.148108,yes,3.0,2.232601,Sometimes,no,3.0,Sometimes,yes,no,0.554323,0.836151,Public_Transportation,Body Level 4
Male,21.084625,1.787264,58.585146,yes,2.530233,2.387945,no,no,3.24934,Sometimes,yes,no,1.976341,1.672508,Automobile,Body Level 1
Female,18.086772,1.65,82.13682,yes,3.0,1.0,Sometimes,no,3.0,Sometimes,yes,no,1.02975,1.350099,Public_Transportation,Body Level 4
Female,18.0,1.63,51.0,yes,1.0,1.0,Sometimes,no,3.0,Frequently,yes,no,1.0,0.0,Public_Transportation,Body Level 2
Female,23.0,1.630357,83.1011,yes,2.977585,2.839319,no,no,1.630506,Sometimes,yes,no,1.091474,0.889517,Public_Transportation,Body Level 4
Female,19.735968,1.699956,49.98297,yes,1.204855,1.134658,Sometimes,no,3.531038,Sometimes,no,no,2.0,1.0,Public_Transportation,Body Level 1
Male,26.778684,1.780089,113.15464,yes,2.219186,2.092326,Sometimes,no,3.0,Sometimes,yes,no,0.545919,1.74288,Automobile,Body Level 4
Male,40.50021,1.748103,108.308112,yes,2.317459,1.0,no,no,3.734323,Sometimes,yes,no,1.628637,0.0,Automobile,Body Level 4
Female,19.758286,1.667404,49.125955,no,2.880792,1.960131,Sometimes,no,3.281391,Sometimes,no,no,1.513029,1.0,Public_Transportation,Body Level 1
Male,38.0,1.7,78.0,yes,3.0,2.0,Frequently,no,3.0,Frequently,no,no,0.0,0.0,Automobile,Body Level 3
Male,23.0,1.672101,80.939733,yes,2.0,1.40077,no,no,2.395785,Sometimes,yes,no,0.788659,1.544357,Public_Transportation,Body Level 3
Female,26.0,1.608283,105.359688,yes,3.0,2.476002,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.546345,Public_Transportation,Body Level 4
Male,18.900253,1.750359,79.828725,yes,2.0,2.045004,Frequently,no,2.228113,Sometimes,yes,no,1.293665,0.961806,Public_Transportation,Body Level 3
Female,37.631769,1.513202,75.410647,yes,2.0,1.535134,Sometimes,no,2.582591,Sometimes,yes,no,1.88452,0.0,Automobile,Body Level 4
Male,39.585811,1.719153,86.464843,yes,2.325623,1.94609,no,no,1.313403,Sometimes,yes,no,0.604259,0.0,Automobile,Body Level 3
Female,37.455752,1.508908,63.183846,yes,2.048582,2.0,Sometimes,no,1.047197,Sometimes,yes,no,0.15136,0.22596,Automobile,Body Level 3
Female,18.423482,1.735461,126.798173,yes,3.0,2.38639,Sometimes,no,3.0,Sometimes,yes,no,1.544632,0.900067,Public_Transportation,Body Level 4
Male,25.994746,1.811602,106.042142,yes,3.0,2.858171,Sometimes,no,3.0,Sometimes,yes,no,1.813318,0.680215,Public_Transportation,Body Level 4
Female,23.0,1.668649,80.458343,yes,2.0,1.142873,no,no,2.256119,Sometimes,yes,no,0.807076,1.611271,Public_Transportation,Body Level 3
Female,22.717943,1.59559,44.581159,no,2.596579,1.490613,no,no,1.10548,Frequently,no,no,0.345684,0.0,Public_Transportation,Body Level 1
Male,18.216032,1.755507,52.0,yes,3.0,2.0,no,no,3.0,Frequently,yes,no,0.658894,1.0,Public_Transportation,Body Level 1
Female,25.380557,1.630379,46.062954,yes,2.690754,2.212296,no,no,3.03779,Frequently,yes,no,1.616882,0.0,Public_Transportation,Body Level 1
Male,26.624342,1.690262,103.180918,yes,2.649406,1.153286,no,no,1.120102,Sometimes,yes,no,0.216908,0.619012,Public_Transportation,Body Level 4
Female,41.0,1.54,80.0,yes,2.0,1.0,Sometimes,no,3.0,Always,yes,no,0.0,0.0,Automobile,Body Level 4
Male,55.137881,1.657221,80.993213,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,1.0,0.0,Automobile,Body Level 3
Male,23.0,1.706525,90.500055,yes,2.0,1.530493,no,no,3.0,Sometimes,yes,no,0.967627,1.0,Public_Transportation,Body Level 4
Female,20.530998,1.74647,133.644711,yes,3.0,2.896088,Sometimes,no,3.0,Sometimes,yes,no,1.612741,0.77319,Public_Transportation,Body Level 4
Female,19.0,1.63,76.0,no,3.0,3.0,Sometimes,yes,3.0,Frequently,yes,no,2.0,1.0,Automobile,Body Level 3
Male,25.027254,1.757154,112.200812,yes,1.264234,2.0,Sometimes,no,3.0,Sometimes,yes,no,1.333435,0.002168,Public_Transportation,Body Level 4
Female,37.597953,1.62901,80.0,yes,2.450784,1.335192,Sometimes,no,2.952821,Sometimes,yes,no,0.180276,0.0,Automobile,Body Level 4
Male,34.243146,1.843172,92.69551,yes,2.0,2.629043,Sometimes,no,2.271734,Sometimes,yes,no,1.0,0.075823,Automobile,Body Level 3
Female,20.670975,1.509408,64.852953,no,2.294067,2.0,no,no,3.209508,Sometimes,yes,no,1.103088,1.261043,Public_Transportation,Body Level 3
Male,21.0,1.709561,75.0,yes,2.0,1.636326,Sometimes,no,3.0,Sometimes,yes,no,1.0,0.0,Public_Transportation,Body Level 3
Female,21.951309,1.730167,78.429312,yes,2.138334,2.0,Sometimes,no,1.0,Sometimes,yes,no,2.269058,0.0,Public_Transportation,Body Level 3
Female,23.0,1.63,83.0,no,3.0,3.0,Sometimes,yes,1.0,Sometimes,yes,no,1.0,2.0,Public_Transportation,Body Level 4
Male,21.0,1.62,70.0,yes,2.0,3.0,Sometimes,no,1.0,no,no,no,1.0,0.0,Public_Transportation,Body Level 3
Male,24.201622,1.77558,120.589419,yes,2.113843,2.316069,Sometimes,no,3.0,Sometimes,yes,no,1.804157,0.357314,Public_Transportation,Body Level 4
Female,25.993154,1.609401,104.854928,yes,3.0,2.613504,Sometimes,no,3.0,Sometimes,yes,no,0.067985,0.778632,Public_Transportation,Body Level 4
Female,24.196367,1.697421,114.482386,yes,3.0,2.909675,Sometimes,no,3.0,Sometimes,yes,no,0.360908,0.573887,Public_Transportation,Body Level 4
Female,18.53084,1.573816,39.850137,yes,1.21498,1.179942,Sometimes,no,1.717608,Sometimes,no,no,0.684739,2.0,Public_Transportation,Body Level 1
Female,34.176795,1.681021,77.392179,yes,2.79606,1.921601,no,no,1.971472,Sometimes,yes,no,0.935217,0.704637,Automobile,Body Level 3
Female,37.356288,1.559499,77.26813,yes,2.0,1.630528,Sometimes,no,3.0,Sometimes,yes,no,0.0,0.0,Automobile,Body Level 4
Female,22.989846,1.65,80.0,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,0.146919,2.0,Public_Transportation,Body Level 3
Male,40.366238,1.722396,109.349025,yes,2.281963,1.0,no,no,3.770379,Sometimes,yes,no,1.330519,0.0,Automobile,Body Level 4
Male,22.591439,1.65,80.0,yes,2.0,2.0,no,no,3.0,Sometimes,yes,no,0.451078,2.0,Public_Transportation,Body Level 3
Male,21.413642,1.709484,75.0,yes,2.0,2.843777,Sometimes,no,3.0,Sometimes,yes,no,2.022315,0.009254,Public_Transportation,Body Level 3
Female,23.0,1.59,48.0,yes,2.0,1.0,Sometimes,no,1.0,Frequently,yes,no,0.0,2.0,Public_Transportation,Body Level 2
Female,20.744839,1.667852,49.803921,yes,2.977018,2.482933,no,no,3.193671,Frequently,yes,no,2.0,1.0,Public_Transportation,Body Level 1
Male,18.0,1.79,52.0,no,3.0,2.0,Sometimes,no,3.0,Sometimes,no,no,1.0,1.0,Public_Transportation,Body Level 1
Female,25.293202,1.503379,64.342459,no,2.0,1.639807,no,no,1.0,Sometimes,yes,no,0.072117,0.0,Public_Transportation,Body Level 3
